x,TFA,AMA,Th,Tz,TFA_r,AMA_r
0.0,18.066389512945445,19.10073775840084,1.0189681254853835,19.073538918471428,18.270572494578303,19.453516653222767
50.0,18.363210854655104,19.3791794103396,1.1375416646508658,19.34576422836052,19.328815498464092,20.33123340868773
100.0,18.678040260602728,19.673470365562512,1.2681325622731732,19.632556533196805,18.460677824818248,19.565143890393387
150.0,19.01272500800864,19.985324129106377,1.4120537769913442,19.93537771591816,18.24703695779281,19.31167046751484
200.0,19.369371625306968,20.31671378012488,1.5707901973621337,20.25589980670785,19.46255956064931,20.23427801269256
250.0,19.75039218330832,20.669921000022747,1.7460256329193011,20.596044004525965,20.572602018831944,21.366664470093852
300.0,20.158560703569684,21.047596091854786,1.939674766532568,20.95802860590513,19.161128549647856,20.033058246261078
350.0,20.59708232116532,21.45283184603061,2.153921099636153,21.34442826853433,21.55415106997795,22.18255705487939
400.0,21.069678643217554,21.889254955507308,2.391262151948084,21.758247811527973,20.08866149518313,20.850995466134087
450.0,21.580693831198843,22.361139817870974,2.6545634562788663,22.20301481355548,22.20009901015265,22.966220223024603
500.0,22.135227416995182,22.873551091130967,2.9471232224224715,22.68289673367219,21.581288111560895,22.600709822148318
550.0,22.739301903539523,23.432523450761515,3.272749932678733,23.202850323799428,23.474539946022876,24.23400949494425
600.0,23.40007603992852,24.045289853241183,3.6358555645833284,23.768813988919838,23.89650511391893,24.499562213273922
650.0,24.12611865283175,24.72057357634277,4.041567578464243,24.38795787785609,23.85533878369985,24.35875324724649
700.0,24.92776359133737,25.46896486795324,4.495863171905111,25.069012461294587,24.578920581890806,25.22596844721461
750.0,25.81757450426077,26.303410927239014,5.005729400281846,25.822705117364265,25.246819478019873,25.720463292597824
800.0,26.810960045796968,27.23985928006979,5.579352195913894,26.662347283612426,26.23286587056737,26.646319074344483
850.0,27.92699759457182,28.29811111232172,6.2263352780422245,27.60463442124733,27.28051241604768,27.85600876262691
900.0,29.189549626368947,29.50296546729549,6.957944787244145,28.67075122319073,28.531165939549567,28.91396903023527
950.0,30.628796120816606,30.885771616296854,7.787363851709426,29.887921516477824,30.70438199914732,31.136922722120556
1000.0,32.283366014344715,32.48656207787169,8.729916309397854,31.29161671870471,32.09438742935909,32.342209649717496
1050.0,34.203341815702174,34.35702336911507,9.803166077958453,32.92875627219898,34.803363883190734,35.08268177286952
1100.0,36.45455039891489,36.5646924925377,11.026687522436829,34.86242819076691,35.957970364303144,36.1279264573553
1150.0,39.12476111399594,39.19897024024529,12.421065757337553,37.178977841618135,39.9221540546361,40.141032992315466
1200.0,42.332708261814645,42.37985393349742,14.005174506383057,39.99883881402477,43.23343577791441,43.398780498881294
1250.0,46.24121552714977,46.27075050666314,15.789648938362227,43.4933252218446,45.89661452858901,46.0680053954037
1300.0,51.07591002823242,51.0973240632638,17.761910957451747,47.91086563156371,50.80538540971898,50.970646793665544
1350.0,57.15012238343672,57.17477734731892,19.852171676084474,53.617594541892316,56.639353951696435,56.80910135445622
1400.0,64.89096958260787,64.94486517466399,21.85591137507265,61.156803795818604,64.87421448636229,65.06191424549374
1450.0,74.83842709469191,75.01568837341905,23.2562971725326,71.31968973544944,73.98510774870755,74.26577696886315
1500.0,87.505274067909,88.1615327246274,22.82489280507255,85.15562295463816,87.08528411114379,87.82309371415832
1550.0,102.72137082115351,105.11198416450644,17.81306877970777,103.59162029647406,102.19496297986556,104.62771814468852
1600.0,117.53095522309236,125.61211394169109,2.9286463752338063,125.57796860639696,118.35052233050295,126.45519884887895
1650.0,122.38515449712328,145.98922483527156,-27.949206954145684,143.28885371388034,121.54774775042446,144.7474664415898
1700.0,104.13929249966075,157.44840553018494,-70.47893383956783,140.79318267883352,104.856856076454,157.11464098132632
1750.0,66.91045715134605,153.4944812037877,-103.01905556203951,113.78765289399963,67.57066038844748,153.90343356476862
1800.0,32.20128347408833,139.00479824206295,-113.31428881870715,80.5121474302309,32.84550448857513,138.4804706783573
1850.0,10.196898311680089,122.51717031675119,-109.38199629032542,55.19090423219265,11.061323799566654,121.46796335230192
1900.0,-1.5274130275764364,108.23807940102199,-100.91878578741614,39.12646812089685,-1.8618627555717069,108.3818478813527
1950.0,-7.306299667259028,96.96741508839088,-92.388032150895,29.44708991071069,-7.5179808985811745,97.18719078692415
2000.0,-9.981423222752305,88.3339936768101,-85.11641087870288,23.623950516849572,-10.853291124101048,88.48560542677545
2050.0,-11.08431100178506,81.77477859729483,-79.27276091269027,20.073459889018434,-11.66548411283273,81.18492372935427
2100.0,-11.40605514983201,76.80544468407655,-74.6959113896434,17.877280408084523,-11.418052867823,76.21902554778802
2150.0,-11.357998877597613,73.05942194349309,-71.1707069804233,16.504835734538233,-11.093012576652322,71.76557582689348
2200.0,-11.159293199936647,70.26990784574127,-68.50666156441953,15.642802496581435,-11.122341516999276,69.92244500289837
2250.0,-10.93073978674953,68.24480415556006,-66.55329073935688,15.100092251154713,-10.691964623125653,67.2659869922346
2300.0,-10.742193420327457,66.84612943701147,-65.19722727663245,14.755560855109035,-11.68358121969203,66.39791316137364
2350.0,-10.637201712995351,65.97509315977867,-64.35549206620517,14.528714958938256,-10.410710439114366,64.27613642088065
2400.0,-10.646354497529627,65.56172999200669,-63.969147638754684,14.362750081930525,-10.284527822288583,64.89797477777435
2450.0,-10.794962985616738,65.55782523001137,-63.99830840140808,14.214252377349125,-10.008856988082401,64.94649049351723
2500.0,-11.107912025630533,65.93214167294592,-64.41850113179339,14.046494847987606,-11.584383748766227,65.45416412841587
2550.0,-11.61320235558133,66.66725142668636,-65.21811989185879,13.824588621732854,-10.683736351574572,65.30955482612215
2600.0,-12.34506682743464,67.75749327494523,-66.39668280129335,13.511417686115818,-11.618256227694822,66.89084210253694
2650.0,-13.347255068027295,69.20771217009147,-67.963592444871,13.063595439453113,-14.037779232183794,68.71243269856139
2700.0,-14.676968411551291,71.03249691038697,-69.93704828926884,12.426781317324894,-15.24013250624499,70.84529686667877
2750.0,-16.409900240410565,73.25560564062336,-72.34259299175238,11.52965728043055,-16.216228308703677,72.08908695914837
2800.0,-18.646814593659567,75.9091164744287,-75.21039326840472,10.275733956282203,-19.538649021852144,75.99740692841107
2850.0,-21.52193182017037,79.03146781943656,-78.56957173692531,8.532016336762588,-22.018136066087266,77.70393018867868
2900.0,-25.21273191574934,82.66276935832434,-82.43637969274123,6.113652029820581,-26.012731710086502,81.4401795237077
2950.0,-29.948767084332914,86.83422834083626,-86.79020373806699,2.7647326549436406,-30.83153278337045,86.36477688025091
3000.0,-36.01170166052596,91.545759004797,-91.52684890169468,-1.8606240594808967,-35.059831150045426,90.94444137176524
3050.0,-43.706164530805594,96.72161920090626,-96.37328783524792,-8.201281160256096,-43.89489661168769,95.48451463667095
3100.0,-53.256432070992524,102.13044290225537,-100.75033270888737,-16.733135583606018,-52.6285758523112,101.23128686301659
3150.0,-64.5549898594426,107.26466370541432,-103.60922155959331,-27.763956628166863,-65.02859304086371,107.78978215225818
3200.0,-76.72357713069448,111.22701709445057,-103.4064743068512,-40.9701159768401,-76.30217531962347,109.87011839423964
3250.0,-87.72986159576608,112.80300191922508,-98.6092260829938,-54.77899025449192,-88.07757259858799,112.8089564990294
3300.0,-94.84493578110242,110.98989195003564,-88.97904800203403,-66.3436894642762,-95.02025769607941,110.77091711606168
3350.0,-96.44553886172415,105.88009814842468,-76.63819121976411,-73.05602528527622,-96.75432294781723,105.97266519258905
3400.0,-93.57728352923252,99.02601710836537,-65.09090352466878,-74.6279193243958,-93.50435603932527,98.7385478728479
3450.0,-89.17068629776277,92.67915544075916,-56.82361771036469,-73.21545139872269,-90.02591228745248,92.99866050743977
3500.0,-85.98819557191362,88.63958474085018,-52.16249684016178,-71.66623965599473,-86.92829660826109,89.25052484227325
3550.0,-85.50482656465906,87.62871375715525,-49.810280080628424,-72.09526664783756,-85.87658998742795,87.94950159354201
3600.0,-87.80431514984697,89.23880088275953,-47.667960286763744,-75.44089835820034,-86.9945453919013,88.26802668506187
3650.0,-91.63343430446142,92.1539398845772,-43.39500818084657,-81.29712111283236,-90.81769560002779,91.22886234674395
3700.0,-94.50639109269794,94.50673675943243,-35.16572142937418,-87.72055249066956,-94.02914432376996,93.94810411362131
3750.0,-93.57278073455649,94.48994655508857,-22.875956786111693,-91.67900850850997,-93.06942659307569,94.15141477226332
3800.0,-87.4273231842992,91.18358304468649,-8.735018309927671,-90.76422903320706,-87.98117485520798,91.78809175708948
3850.0,-77.15830654423917,84.9600720889763,4.070505941720788,-84.86250544700209,-76.7287293215706,84.55832804529928
3900.0,-65.25462198729457,77.00565578432806,13.464484784217017,-75.81938190377183,-65.62376200940272,77.93418513709331
3950.0,-53.84370945803007,68.51750958161311,19.11771330149446,-65.7963688769244,-54.00206979940499,69.65458206453103
4000.0,-43.99923000771184,60.283265146517365,21.725446815904146,-56.23234849599148,-43.02953233294797,60.48821088403136
4050.0,-35.978014862507294,52.679404145229846,22.20033275319345,-47.77305565634193,-36.287218815031274,53.38466851206886
4100.0,-29.63908918769043,45.81907284842997,21.29424161889248,-40.57021950354668,-28.897067056839,45.60028872034535
4150.0,-24.718886477481078,39.684861949027535,19.52565341038976,-34.549053920631586,-24.762317403882257,39.36820706968423
4200.0,-20.95772381632152,34.211420875170134,17.220724769791666,-29.561257698229113,-20.454272655731433,34.07577419125521
4250.0,-18.14312457163569,29.33125643865069,14.571979048481687,-25.455451889143482,-18.06039539437174,29.85046735959654
4300.0,-16.117539561570357,25.002995665403557,11.685176294589722,-22.104444060155586,-16.345998858515273,25.134956482463288
4350.0,-14.774189416316705,21.237647486213405,8.611077956617091,-19.413577907581328,-15.68498788603168,22.613205907565828
4400.0,-14.050957694472187,18.13435172080381,5.365735360076533,-17.322343847743134,-14.517377403026199,18.965662254972766
4450.0,-13.925983911685753,15.92393954390857,1.9435209662164568,-15.804890915534092,-13.432718754053411,16.23301556786131
4500.0,-14.416095003331137,14.965953504562346,-1.6735961502910133,-14.87208257865902,-14.86598467149554,15.316165400451617
4550.0,-15.578242391288164,15.582264547823085,-5.507467704704196,-14.576514258216351,-16.416812504531016,16.326225414355324
4600.0,-17.51346877241763,17.812164342085477,-9.572454628185524,-15.021361820447268,-16.619768289449883,16.888155250252822
4650.0,-20.37165940736589,21.44952514391865,-13.85645831032195,-16.373169882277168,-20.358542087765656,21.06670491701573
4700.0,-24.352021408570533,26.2812985837348,-18.286349613899123,-18.876336324765788,-24.828186804870487,26.383765499537397
4750.0,-29.686237689028438,32.19184716830118,-22.665581865849,-22.86014922938513,-29.915966227092863,32.139335546071976
4800.0,-36.574590570433436,39.11961281975356,-26.57002833660648,-28.711978360248107,-35.58944581740244,38.21964283597555
4850.0,-45.019892721622476,46.945936745530176,-29.204664876357285,-36.756067885112316,-45.802542452900546,47.15959332052778
4900.0,-54.498372820888044,55.33435605149661,-29.299899438179747,-46.94046071936612,-53.71485257642573,54.43409837552821
4950.0,-63.53293795224434,63.553630293774795,-25.303416563585767,-58.29923699095437,-63.02266283686492,62.92849607139692
5000.0,-69.63760470523484,70.44405181936186,-16.231982430669994,-68.54842947215758,-70.60412193159505,71.40370628771255
5050.0,-70.38432104250859,74.77894597329946,-2.9481431534158236,-74.72080843262208,-69.73717208778497,74.06291285972287
5100.0,-65.22704275083488,75.94800583687973,11.63681467416135,-75.05121008243601,-65.26946071407153,76.14565334837533
5150.0,-55.996558626687104,74.31079982385823,24.31774961734301,-70.21924254796362,-55.71938083159293,74.77305747208825
5200.0,-45.3723558106577,70.8323677740519,33.4353164162225,-62.44440680017409,-45.47027639282041,71.35334698254506
5250.0,-35.306674539407545,66.48435741757851,39.00659425168409,-53.83916219735232,-34.89898225861932,66.66197154618399
